"indicator","base-per","Unit","Date","Value"
"CLOTHING AND FOOTWEAR","2014M12","Index","2018M7","103.470615820802"
"CLOTHING AND FOOTWEAR","2014M12","Index","2018M8","108.49258949825"
"CLOTHING AND FOOTWEAR","2014M12","Index","2018M9","108.562588764263"
"CLOTHING AND FOOTWEAR","2014M12","Index","2018M10","108.46929509903"
"CLOTHING AND FOOTWEAR","2014M12","Index","2018M11","108.352136125711"
"CLOTHING AND FOOTWEAR","2014M12","Index","2018M12","108.880624120013"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M1","108.846559242982"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M2","109.854048515691"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M3","111.440958129403"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M4","112.61293321562"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M5","121.49975083759"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M6","121.49975083759"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M7","120.596216295657"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M8","121.357605407793"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M9","120.598484725257"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M10","120.678830602377"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M11","120.678830602377"
"CLOTHING AND FOOTWEAR","2014M12","Index","2019M12","120.678830602377"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M1","121.887535817892"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M2","121.887535817892"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M3","121.887535817892"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M4","121.887535817892"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M5","138.762514988696"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M6","138.762514988696"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M7","169.094945519468"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M8","143.374694402129"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M9","144.659338739239"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M10","144.659338739239"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M11","144.659338739239"
"CLOTHING AND FOOTWEAR","2014M12","Index","2020M12","143.685312245205"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M1","144.97"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M2","145.31"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M3","145.31"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M4","148.16"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M5","155.6"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M6","155.6"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M7","155.6"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M8","162.91"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M9","155.6"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M10","155.600167167107"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M11","155.600167167107"
"CLOTHING AND FOOTWEAR","2014M12","Index","2021M12","149.648126484499"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M1","149.181163590691"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M2","147.533708519554"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M3","147.533708519554"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M4","159.556765831685"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M5","147.53"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M6","147.53"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M7","159.56"
"CLOTHING AND FOOTWEAR","2014M12","Index","2022M8","147.53"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2014M12","100"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M1","94.8363528221864"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M2","97.4248295498076"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M3","99.1656128643968"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M4","100.0180891455"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M5","100.471200350339"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M6","100.471200350339"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M7","106.005724409092"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M8","106.467811370106"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M9","106.467811370106"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M10","100.450444084251"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M11","100.207031519927"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2015M12","100.254790280078"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M1","102.099904645926"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M2","102.099904645926"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M3","102.099904645926"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M4","98.2190893850952"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M5","97.5883956357134"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M6","97.4793620653441"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M7","97.4793620653441"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M8","97.4793620653441"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M9","97.5254959081749"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M10","97.6747194575865"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M11","103.653666302808"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2016M12","97.6747194575866"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M1","103.637513893433"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M2","104.891117903514"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M3","104.827278987884"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M4","102.897765362652"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M5","104.06746704569"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M6","104.475191139187"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M7","104.497642451133"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M8","105.98588252095"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M9","105.808918457115"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M10","107.773278874892"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M11","106.841547840341"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2017M12","107.609572717465"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M1","105.804167080863"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M2","106.23936290951"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M3","106.436634435013"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M4","106.416879512675"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M5","106.425837200771"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M6","105.286508813017"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M7","104.960615258765"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M8","103.55193270375"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M9","106.96013812486"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M10","109.21770007077"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M11","109.276884173232"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2018M12","105.618807082909"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M1","105.68969877313"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M2","107.21780997464"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M3","107.185920842048"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M4","107.683954376387"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M5","104.304002225742"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M6","101.759626867388"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M7","103.473751582231"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M8","103.473751582231"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M9","103.331596236615"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M10","103.331596236615"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M11","103.259439500639"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2019M12","103.259439500639"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M1","103.401594846256"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M2","103.883608685038"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M3","103.883608685038"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M4","103.883608685038"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M5","104.754000342332"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M6","109.235048453198"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M7","109.235048453198"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M8","115.473200618455"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M9","115.96207472351"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M10","116.223462535289"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M11","116.223462535289"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2020M12","112.319125588802"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M1","112.87"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M2","114.08"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M3","115.68"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M4","116.35"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M5","117.36"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M6","118.49"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M7","118.49"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M8","114.32"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M9","118.49"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M10","118.488102012798"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M11","118.488102012798"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2021M12","118.48155816447"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M1","117.95256674869"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M2","117.95256674869"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M3","119.910141543214"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M4","121.666869437276"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M5","121.83"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M6","120.08"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M7","120.18"
"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS","2014M12","Index","2022M8","120.18"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2014M12","100"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M1","100.75348016938"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M2","100.875519293229"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M3","101.34163522317"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M4","101.706523108365"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M5","100.515050236339"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M6","100.515050236339"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M7","103.047677092562"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M8","104.080295364822"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M9","104.079901551878"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M10","100.505108460477"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M11","100.465829302375"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2015M12","100.508887907515"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M1","101.532490692736"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M2","100.213169923926"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M3","100.60305861982"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M4","104.572691869064"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M5","102.631544999611"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M6","103.256279758978"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M7","101.190725256762"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M8","101.48271133215"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M9","101.344906118722"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M10","103.092859752221"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M11","101.364431345181"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2016M12","101.687534851679"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M1","102.097176696211"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M2","102.187864391227"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M3","101.283628389073"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M4","101.902596311983"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M5","102.453830683498"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M6","100.666069801517"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M7","100.360512398897"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M8","100.30628281971"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M9","100.9234617673"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M10","101.745297609791"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M11","101.24699365742"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2017M12","101.17176517172"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M1","101.172116545938"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M2","101.211512834838"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M3","100.792299768464"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M4","99.215113906166"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M5","100.686506120045"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M6","101.222794756424"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M7","101.687219120877"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M8","104.295876508189"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M9","104.628454449996"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M10","105.080810848211"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M11","104.584872635207"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2018M12","104.289226919825"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M1","104.303201310548"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M2","104.503571309315"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M3","104.298885244164"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M4","104.298885244164"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M5","105.205474076362"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M6","102.897083066199"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M7","102.710804009744"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M8","102.710804009744"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M9","102.705455223048"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M10","102.714051442633"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M11","102.714051442633"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2019M12","102.734736104956"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M1","102.722769964802"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M2","102.953676811554"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M3","103.701721247862"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M4","103.698755516"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M5","103.698755516"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M6","108.636686877188"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M7","108.636686877188"
"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE MAINTENANCE OF THE HOUSE","2014M12","Index","2020M8","108.961854618111"
